date,code,direction,price,quantity,sell_type,pnl,pnl_pct,days_held,commission,stamp_tax
2022-03-01,601020,sell,10.744,9200,trailing_stop,1986.98,0.0205,1.0,24.7,49.4
2022-03-01,688390,buy,156.301,500,,,,,19.54,0.0
2022-03-01,601020,buy,10.778,9500,,,,,25.6,0.0
2022-03-02,688390,sell,154.594,500,hard_stop,-949.96,-0.0122,1.0,19.31,38.63
2022-03-02,603320,buy,13.934,5500,,,,,19.16,0.0
2022-03-02,002025,sell,67.03,1300,hard_stop,-2317.68,-0.0259,2.0,21.77,43.55
2022-03-02,600348,buy,6.562,13300,,,,,21.82,0.0
2022-03-03,603320,sell,14.042,5500,trailing_stop,499.54,0.0065,1.0,19.3,38.6
2022-03-03,600348,sell,6.715,13300,trailing_stop,1934.84,0.0222,1.0,22.32,44.64
2022-03-03,601611,buy,8.959,9200,,,,,20.61,0.0
2022-03-03,600348,buy,6.719,12500,,,,,21.0,0.0
2022-03-03,601020,sell,11.121,9500,trailing_stop,3126.89,0.0305,2.0,26.4,52.8
2022-03-03,601020,buy,11.127,9400,,,,,26.15,0.0
2022-03-04,600348,sell,6.778,12500,trailing_stop,637.89,0.0076,1.0,21.17,42.34
2022-03-04,600295,buy,10.921,7800,,,,,21.3,0.0
2022-03-07,600295,sell,10.877,7800,trailing_stop,-448.37,-0.0053,1.0,21.2,42.4
2022-03-07,600520,buy,10.355,8200,,,,,21.23,0.0
2022-03-07,601020,sell,11.413,9400,trailing_stop,2554.18,0.0244,2.0,26.81,53.61
2022-03-07,601020,buy,11.419,9400,,,,,26.83,0.0
2022-03-07,601611,sell,8.715,9200,hard_stop,-2351.29,-0.0285,2.0,20.03,40.07
2022-03-07,688390,buy,156.823,500,,,,,19.6,0.0
2022-03-08,600520,sell,10.05,8200,hard_stop,-2605.42,-0.0307,1.0,20.59,41.18
2022-03-08,601020,sell,11.754,9400,trailing_stop,3016.69,0.0281,1.0,27.61,55.22
2022-03-08,601020,buy,11.625,8300,,,,,24.12,0.0
2022-03-08,603806,buy,40.942,2300,,,,,23.54,0.0
2022-03-08,688390,sell,152.947,500,hard_stop,-2033.62,-0.0259,1.0,19.11,38.22
2022-03-08,300274,buy,87.778,900,,,,,19.75,0.0
2022-03-09,601020,sell,11.276,8300,hard_stop,-3011.55,-0.0312,1.0,23.39,46.77
2022-03-09,603806,sell,39.965,2300,trailing_stop,-2363.13,-0.0251,1.0,22.97,45.94
2022-03-09,603269,buy,4.854,19100,,,,,23.18,0.0
2022-03-09,600865,buy,10.572,8800,,,,,23.26,0.0
2022-03-09,300274,sell,86.471,900,hard_stop,-1274.25,-0.0161,1.0,19.45,38.89
2022-03-09,603290,buy,258.781,300,,,,,19.41,0.0
2022-03-10,603269,sell,4.952,19100,trailing_stop,1761.95,0.019,1.0,23.64,47.27
2022-03-10,600865,sell,10.503,8800,trailing_stop,-723.13,-0.0078,1.0,23.1,46.19
2022-03-10,603290,sell,267.295,300,trailing_stop,2454.11,0.0316,1.0,20.04,40.07
2022-03-10,688390,buy,153.668,500,,,,,19.21,0.0
2022-03-10,603289,buy,9.275,10200,,,,,23.65,0.0
2022-03-10,603806,buy,41.552,2300,,,,,23.89,0.0
2022-03-11,688390,sell,149.058,500,hard_stop,-2398.16,-0.0312,1.0,18.62,37.25
2022-03-11,603289,sell,9.019,10200,hard_stop,-2730.8,-0.0289,1.0,22.99,45.97
2022-03-11,603806,sell,40.306,2300,hard_stop,-2982.96,-0.0312,1.0,23.16,46.33
2022-03-11,601020,buy,10.515,8200,,,,,21.56,0.0
2022-03-11,600865,buy,10.663,8100,,,,,21.59,0.0
2022-03-11,603179,buy,28.324,3000,,,,,21.24,0.0
2022-03-14,601020,sell,10.979,8200,trailing_stop,3692.78,0.0428,1.0,22.5,44.99
2022-03-14,600865,sell,10.421,8100,trailing_stop,-2067.08,-0.0239,1.0,21.09,42.18
2022-03-14,603179,sell,27.937,3000,hard_stop,-1263.79,-0.0149,1.0,20.94,41.88
2022-03-14,601020,buy,11.049,7800,,,,,21.54,0.0
2022-03-14,601699,buy,12.134,7100,,,,,21.54,0.0
2022-03-14,605016,buy,8.334,10400,,,,,21.67,0.0
2022-03-15,601020,sell,10.808,7800,hard_stop,-1978.74,-0.023,1.0,21.07,42.13
2022-03-15,601699,sell,11.77,7100,hard_stop,-2688.99,-0.0312,1.0,20.88,41.76
2022-03-15,605016,sell,8.084,10400,hard_stop,-2705.4,-0.0312,1.0,21.01,42.02
2022-03-15,603628,buy,13.31,6300,,,,,20.96,0.0
2022-03-15,605199,buy,21.376,3900,,,,,20.84,0.0
2022-03-15,600829,buy,6.556,12900,,,,,21.14,0.0
2022-03-16,603628,sell,13.577,6300,trailing_stop,1576.71,0.0188,1.0,21.37,42.75
2022-03-16,600829,sell,6.359,12900,hard_stop,-2639.52,-0.0312,1.0,20.5,40.99
2022-03-16,603320,buy,15.03,5500,,,,,20.67,0.0
2022-03-16,605016,buy,8.461,10000,,,,,21.15,0.0
2022-03-16,605199,sell,22.225,3900,trailing_stop,3201.52,0.0384,1.0,21.66,43.32
2022-03-16,600962,buy,9.945,8700,,,,,21.63,0.0
2022-03-17,603320,sell,15.407,5500,trailing_stop,1967.3,0.0238,1.0,21.17,42.35
2022-03-17,605016,sell,8.489,10000,trailing_stop,174.18,0.0021,1.0,21.21,42.42
2022-03-17,600962,sell,10.0,8700,trailing_stop,370.04,0.0043,1.0,21.74,43.48
2022-03-17,605016,buy,8.604,9900,,,,,21.3,0.0
2022-03-17,603628,buy,14.191,6000,,,,,21.29,0.0
2022-03-17,002920,buy,127.957,600,,,,,19.19,0.0
2022-03-18,605016,sell,8.767,9900,trailing_stop,1503.58,0.0177,1.0,21.69,43.38
2022-03-18,603628,sell,13.765,6000,hard_stop,-2657.52,-0.0312,1.0,20.64,41.27
2022-03-18,002920,sell,124.118,600,hard_stop,-2396.29,-0.0312,1.0,18.61,37.22
2022-03-18,605016,buy,8.76,9600,,,,,21.02,0.0
2022-03-18,601101,buy,6.472,13000,,,,,21.03,0.0
2022-03-18,600769,buy,8.254,10200,,,,,21.05,0.0
2022-03-21,605016,sell,8.591,9600,hard_stop,-1721.41,-0.0205,1.0,20.61,41.22
2022-03-21,600769,sell,8.47,10200,trailing_stop,2093.96,0.0249,1.0,21.59,43.18
2022-03-21,601020,buy,11.006,7600,,,,,20.91,0.0
2022-03-21,600301,buy,16.008,5300,,,,,21.21,0.0
2022-03-21,601101,sell,6.658,13000,trailing_stop,2305.1,0.0274,1.0,21.63,43.25
2022-03-21,600594,buy,7.228,12000,,,,,21.69,0.0
2022-03-22,600301,sell,16.39,5300,trailing_stop,1916.05,0.0226,1.0,21.71,43.41
2022-03-22,600594,sell,7.117,12000,hard_stop,-1440.55,-0.0166,1.0,21.34,42.68
2022-03-22,600997,buy,6.277,13700,,,,,21.5,0.0
2022-03-22,600605,buy,8.334,10300,,,,,21.46,0.0
2022-03-23,600997,sell,6.37,13700,trailing_stop,1155.3,0.0134,1.0,21.81,43.61
2022-03-23,600605,sell,8.492,10300,trailing_stop,1518.52,0.0177,1.0,21.86,43.71
2022-03-23,601020,sell,11.221,7600,trailing_stop,1526.94,0.0183,2.0,21.31,42.62
2022-03-23,603725,buy,5.322,16200,,,,,21.56,0.0
2022-03-23,601020,buy,11.226,7700,,,,,21.61,0.0
2022-03-23,601699,buy,12.258,7100,,,,,21.76,0.0
2022-03-24,601699,sell,12.505,7100,trailing_stop,1649.16,0.0189,1.0,22.19,44.37
2022-03-24,603013,buy,13.123,6700,,,,,21.98,0.0
2022-03-25,601020,sell,11.47,7700,trailing_stop,1762.8,0.0204,2.0,22.07,44.14
2022-03-25,603013,sell,12.73,6700,hard_stop,-2744.35,-0.0312,1.0,21.31,42.62
2022-03-25,601020,buy,11.632,7500,,,,,21.81,0.0
2022-03-25,601952,buy,12.668,6800,,,,,21.54,0.0
2022-03-25,603725,sell,5.508,16200,trailing_stop,2895.06,0.0336,2.0,22.3,44.59
2022-03-25,600523,buy,21.972,4100,,,,,22.52,0.0
2022-03-28,601020,sell,11.283,7500,hard_stop,-2722.95,-0.0312,1.0,21.15,42.29
2022-03-28,601952,sell,13.084,6800,trailing_stop,2715.72,0.0315,1.0,22.23,44.46
2022-03-28,600523,sell,22.512,4100,trailing_stop,2098.61,0.0233,1.0,23.06,46.13
2022-03-28,603725,buy,5.504,16000,,,,,22.02,0.0
2022-03-28,603013,buy,12.956,6800,,,,,22.03,0.0
2022-03-28,603466,buy,15.156,5900,,,,,22.36,0.0
2022-03-29,603466,sell,15.326,5900,trailing_stop,886.55,0.0099,1.0,22.59,45.19
2022-03-29,600523,buy,23.114,3900,,,,,22.54,0.0
2022-03-29,603725,sell,5.369,16000,hard_stop,-2270.91,-0.0258,1.0,21.46,42.93
2022-03-29,605199,buy,22.71,3700,,,,,21.01,0.0
2022-03-29,603013,sell,12.59,6800,hard_stop,-2598.76,-0.0295,1.0,21.39,42.78
2022-03-29,600301,buy,17.179,5000,,,,,21.47,0.0
2022-03-30,605199,sell,22.353,3700,hard_stop,-1424.51,-0.017,1.0,20.67,41.33
2022-03-30,600301,sell,17.51,5000,trailing_stop,1547.67,0.018,1.0,21.88,43.75
2022-03-30,600721,buy,8.254,10300,,,,,21.25,0.0
2022-03-30,600301,buy,17.519,4900,,,,,21.46,0.0
2022-03-30,600523,sell,22.464,3900,hard_stop,-2642.59,-0.0293,1.0,21.89,43.78
2022-03-30,601020,buy,11.753,7500,,,,,22.04,0.0
2022-03-31,600721,sell,8.72,10300,trailing_stop,4686.28,0.0551,1.0,22.44,44.89
2022-03-31,600301,sell,17.85,4900,trailing_stop,1513.8,0.0176,1.0,21.86,43.71
2022-03-31,600721,buy,8.664,10200,,,,,22.09,0.0
2022-03-31,600348,buy,6.279,14100,,,,,22.13,0.0
2022-03-31,601020,sell,11.832,7500,trailing_stop,485.03,0.0055,1.0,22.17,44.35
2022-03-31,600594,buy,7.688,11500,,,,,22.1,0.0
2022-04-01,600721,sell,8.57,10200,trailing_stop,-1071.4,-0.0121,1.0,21.84,43.69
2022-04-01,600594,sell,7.457,11500,hard_stop,-2759.55,-0.0312,1.0,21.43,42.86
2022-04-01,600721,buy,8.764,9800,,,,,21.47,0.0
2022-04-01,600301,buy,18.519,4700,,,,,21.76,0.0
2022-04-06,600348,sell,6.323,14100,trailing_stop,509.09,0.0058,2.0,22.28,44.55
2022-04-06,600721,sell,9.0,9800,trailing_stop,2198.86,0.0256,1.0,22.04,44.08
2022-04-06,600301,sell,19.98,4700,trailing_stop,6748.15,0.0775,1.0,23.46,46.93
2022-04-06,601020,buy,12.87,7000,,,,,22.52,0.0
2022-04-06,600301,buy,19.61,4600,,,,,22.55,0.0
2022-04-06,600594,buy,7.502,12100,,,,,22.69,0.0
2022-04-07,601020,sell,12.558,7000,hard_stop,-2295.23,-0.0255,1.0,21.97,43.93
2022-04-07,600301,sell,19.022,4600,hard_stop,-2815.49,-0.0312,1.0,21.86,43.73
2022-04-07,600594,sell,7.313,12100,hard_stop,-2403.52,-0.0265,1.0,22.11,44.22
2022-04-07,600301,buy,18.939,4600,,,,,21.78,0.0
2022-04-07,600348,buy,6.189,14200,,,,,21.97,0.0
2022-04-07,603300,buy,6.019,14700,,,,,22.12,0.0
2022-04-08,600301,sell,19.91,4600,trailing_stop,4350.01,0.0499,1.0,22.89,45.77
2022-04-08,600348,sell,6.354,14200,trailing_stop,2223.59,0.0253,1.0,22.55,45.09
2022-04-08,603300,sell,5.85,14700,hard_stop,-2581.51,-0.0292,1.0,21.49,42.98
2022-04-08,600721,buy,9.355,9500,,,,,22.22,0.0
2022-04-08,600348,buy,6.362,14000,,,,,22.27,0.0
2022-04-08,603389,buy,6.303,14200,,,,,22.38,0.0
2022-04-11,600721,sell,9.074,9500,hard_stop,-2773.8,-0.0312,1.0,21.54,43.08
2022-04-11,603389,sell,6.14,14200,trailing_stop,-2425.68,-0.0271,1.0,21.79,43.57
2022-04-11,601952,buy,13.018,6600,,,,,21.48,0.0
2022-04-11,603358,buy,20.328,4200,,,,,21.34,0.0
2022-04-11,600348,sell,6.474,14000,trailing_stop,1455.6,0.0163,1.0,22.65,45.3
2022-04-11,603725,buy,5.441,16900,,,,,22.99,0.0
2022-04-12,601952,sell,12.94,6600,trailing_stop,-623.79,-0.0073,1.0,21.34,42.68
2022-04-12,601020,buy,12.472,6800,,,,,21.2,0.0
2022-04-12,603725,sell,5.306,16900,hard_stop,-2396.79,-0.0261,1.0,22.41,44.81
2022-04-12,600348,buy,6.441,14000,,,,,22.54,0.0
2022-04-13,601020,sell,12.942,6800,trailing_stop,3087.34,0.0364,1.0,21.99,43.98
2022-04-13,601020,buy,13.034,6700,,,,,21.83,0.0
2022-04-13,600348,sell,6.543,14000,trailing_stop,1307.19,0.0145,1.0,22.89,45.78
2022-04-13,600301,buy,19.44,4700,,,,,22.84,0.0
2022-04-13,603358,sell,19.774,4200,hard_stop,-2432.56,-0.0285,2.0,20.75,41.5
2022-04-13,600348,buy,6.64,12600,,,,,20.92,0.0
2022-04-14,601020,sell,13.518,6700,trailing_stop,3130.52,0.0358,1.0,22.63,45.26
2022-04-14,600301,sell,19.17,4700,trailing_stop,-1380.25,-0.0151,1.0,22.51,45.03
2022-04-14,600348,sell,6.747,12600,trailing_stop,1238.0,0.0148,1.0,21.24,42.48
2022-04-14,600348,buy,6.74,13100,,,,,22.07,0.0
2022-04-14,600740,buy,6.536,13500,,,,,22.06,0.0
2022-04-14,600985,buy,12.764,6900,,,,,22.02,0.0
2022-04-15,600348,sell,7.396,13100,trailing_stop,8481.07,0.0961,1.0,24.21,48.42
2022-04-15,600740,sell,7.382,13500,trailing_stop,11306.85,0.1282,1.0,24.9,49.81
2022-04-15,600985,sell,13.68,6900,trailing_stop,6202.59,0.0704,1.0,23.59,47.17
2022-04-15,600721,buy,8.944,10800,,,,,24.15,0.0
2022-04-15,600348,buy,7.253,13400,,,,,24.3,0.0
2022-04-15,603725,buy,5.42,18000,,,,,24.39,0.0
2022-04-18,600721,sell,8.81,10800,hard_stop,-1571.18,-0.0163,1.0,23.78,47.55
2022-04-18,600348,sell,7.036,13400,hard_stop,-3033.67,-0.0312,1.0,23.56,47.12
2022-04-18,603725,sell,5.258,18000,hard_stop,-3045.13,-0.0312,1.0,23.65,47.29
2022-04-18,600301,buy,17.859,5200,,,,,23.22,0.0
2022-04-18,600348,buy,7.002,13600,,,,,23.81,0.0
2022-04-18,600408,buy,3.832,24900,,,,,23.85,0.0
2022-04-19,600301,sell,18.11,5200,trailing_stop,1187.91,0.0128,1.0,23.53,47.06
2022-04-19,600348,sell,6.794,13600,hard_stop,-2941.43,-0.0309,1.0,23.09,46.18
2022-04-19,600408,sell,4.04,24900,trailing_stop,5055.61,0.053,1.0,25.14,50.27
2022-04-19,601020,buy,13.418,7100,,,,,23.82,0.0
2022-04-19,600301,buy,18.439,5100,,,,,23.51,0.0
2022-04-19,601611,buy,8.162,11900,,,,,24.28,0.0
2022-04-20,601020,sell,13.015,7100,hard_stop,-2973.45,-0.0312,1.0,23.09,46.18
2022-04-20,600301,sell,17.886,5100,hard_stop,-2935.19,-0.0312,1.0,22.79,45.59
2022-04-20,601611,sell,8.494,11900,trailing_stop,3827.01,0.0394,1.0,25.26,50.51
2022-04-20,603725,buy,5.434,17400,,,,,23.64,0.0
2022-04-20,600962,buy,10.985,8600,,,,,23.62,0.0
2022-04-20,603009,buy,6.322,15100,,,,,23.86,0.0
2022-04-21,603725,sell,5.271,17400,hard_stop,-2951.2,-0.0312,1.0,22.92,45.84
2022-04-21,600962,sell,10.656,8600,hard_stop,-2948.77,-0.0312,1.0,22.9,45.8
2022-04-21,603009,sell,6.24,15100,hard_stop,-1350.67,-0.0141,1.0,23.54,47.09
2022-04-21,600408,buy,4.082,22600,,,,,23.06,0.0
2022-04-21,600740,buy,6.434,14300,,,,,23.0,0.0
2022-04-21,600962,buy,10.875,8500,,,,,23.11,0.0
2022-04-22,600408,sell,3.96,22600,hard_stop,-2879.45,-0.0312,1.0,22.36,44.72
2022-04-22,600740,sell,6.241,14300,hard_stop,-2871.67,-0.0312,1.0,22.3,44.6
2022-04-22,600962,sell,10.549,8500,hard_stop,-2885.29,-0.0312,1.0,22.41,44.81
2022-04-22,603009,buy,6.381,14000,,,,,22.33,0.0
2022-04-22,603299,buy,8.746,10200,,,,,22.3,0.0
2022-04-22,603926,buy,10.483,8600,,,,,22.54,0.0
2022-04-25,603009,sell,6.279,14000,trailing_stop,-1528.09,-0.0171,1.0,21.97,43.93
2022-04-25,603299,sell,8.864,10200,trailing_stop,1083.33,0.0121,1.0,22.59,45.18
2022-04-25,603926,sell,10.169,8600,hard_stop,-2813.96,-0.0312,1.0,21.85,43.7
2022-04-25,603958,buy,7.224,12200,,,,,22.03,0.0
2022-04-25,603086,buy,5.816,15200,,,,,22.1,0.0
2022-04-25,600690,buy,22.033,4000,,,,,22.03,0.0
2022-04-26,603958,sell,7.007,12200,hard_stop,-2750.66,-0.0312,1.0,21.36,42.72
2022-04-26,603086,sell,5.642,15200,hard_stop,-2759.48,-0.0312,1.0,21.43,42.86
2022-04-26,600690,sell,21.372,4000,hard_stop,-2750.81,-0.0312,1.0,21.36,42.72
2022-04-26,603767,buy,7.047,12100,,,,,21.32,0.0
2022-04-26,603035,buy,13.179,6500,,,,,21.42,0.0
2022-04-26,603086,buy,5.753,14900,,,,,21.43,0.0
2022-04-27,603767,sell,6.917,12100,hard_stop,-1669.02,-0.0196,1.0,20.91,41.83
