date,code,direction,price,quantity,sell_type,pnl,pnl_pct,days_held,commission,stamp_tax
2025-01-02,603629,buy,20.059,4900,,,,,24.57,0.0
2025-01-03,603629,sell,19.661,4900,hard_stop,-2069.96,-0.0211,1.0,24.07,48.14
2025-01-03,603629,buy,20.019,4900,,,,,24.52,0.0
2025-01-06,603629,sell,20.486,4900,trailing_stop,2164.55,0.0221,1.0,25.08,50.17
2025-01-06,603629,buy,21.352,4600,,,,,24.56,0.0
2025-01-06,000807,buy,14.473,6900,,,,,24.97,0.0
2025-01-06,688313,buy,15.972,6300,,,,,25.16,0.0
2025-01-07,603629,sell,21.65,4600,trailing_stop,1244.59,0.0127,1.0,24.88,49.77
2025-01-07,000807,sell,14.495,6900,trailing_stop,26.89,0.0003,1.0,24.99,49.98
2025-01-07,688313,sell,15.493,6300,hard_stop,-3140.67,-0.0312,1.0,24.39,48.78
2025-01-07,000807,buy,14.57,6800,,,,,24.77,0.0
2025-01-07,603308,buy,14.947,6600,,,,,24.66,0.0
2025-01-07,688313,buy,15.572,6400,,,,,24.92,0.0
2025-01-08,000807,sell,14.514,6800,trailing_stop,-504.27,-0.0051,1.0,24.66,49.32
2025-01-08,603308,sell,16.136,6600,trailing_stop,7711.09,0.0782,1.0,26.61,53.22
2025-01-08,688313,sell,17.322,6400,trailing_stop,11057.33,0.1109,1.0,27.7,55.4
2025-01-08,300383,buy,13.489,7800,,,,,26.3,0.0
2025-01-08,603629,buy,22.437,4700,,,,,26.36,0.0
2025-01-09,000807,buy,14.619,7200,,,,,26.31,0.0
2025-01-09,603629,sell,22.058,4700,hard_stop,-1911.65,-0.0181,1.0,25.9,51.81
2025-01-10,000807,sell,15.187,7200,trailing_stop,3951.6,0.0375,1.0,27.32,54.65
2025-01-10,603629,buy,21.263,5000,,,,,26.58,0.0
2025-01-10,300115,buy,18.184,5800,,,,,26.37,0.0
2025-01-10,300383,sell,13.173,7800,hard_stop,-2588.65,-0.0246,2.0,25.68,51.35
2025-01-13,603629,sell,20.625,5000,hard_stop,-3318.26,-0.0312,1.0,25.77,51.54
2025-01-13,300115,sell,17.639,5800,hard_stop,-3291.9,-0.0312,1.0,25.56,51.13
2025-01-13,000807,buy,15.224,6700,,,,,25.5,0.0
2025-01-13,300115,buy,17.647,5800,,,,,25.59,0.0
2025-01-13,603308,buy,16.104,6400,,,,,25.77,0.0
2025-01-14,603308,sell,16.515,6400,trailing_stop,2495.41,0.0242,1.0,26.41,52.82
