date,code,direction,price,quantity,sell_type,pnl,pnl_pct,days_held,commission,stamp_tax
2023-01-03,605068,buy,30.072,3300,,,,,24.81,0.0
2023-01-03,605398,buy,14.463,6900,,,,,24.95,0.0
2023-01-03,002439,buy,25.887,3800,,,,,24.59,0.0
2023-01-04,605068,sell,30.933,3300,trailing_stop,2714.98,0.0274,1.0,25.51,51.01
2023-01-04,605398,sell,14.669,6900,trailing_stop,1292.05,0.0129,1.0,25.29,50.58
2023-01-04,002439,sell,27.742,3800,trailing_stop,6919.01,0.0703,1.0,26.34,52.68
2023-01-04,600666,buy,1.658,62400,,,,,25.87,0.0
2023-01-04,603308,buy,20.632,5000,,,,,25.79,0.0
2023-01-04,603039,buy,52.317,1900,,,,,24.85,0.0
2023-01-05,600666,sell,1.714,62400,trailing_stop,3354.26,0.0324,1.0,26.73,53.46
2023-01-05,603039,sell,52.727,1900,trailing_stop,652.3,0.0066,1.0,25.03,50.07
2023-01-05,600666,buy,1.715,61600,,,,,26.41,0.0
2023-01-05,002155,buy,10.225,10300,,,,,26.33,0.0
2023-01-05,603308,sell,20.885,5000,trailing_stop,1136.09,0.011,1.0,26.09,52.19
2023-01-05,603308,buy,20.896,5000,,,,,26.12,0.0
2023-01-06,600666,sell,1.664,61600,hard_stop,-3297.81,-0.0312,1.0,25.61,51.22
2023-01-06,002155,sell,10.055,10300,hard_stop,-1883.59,-0.0179,1.0,25.88,51.76
2023-01-06,603379,buy,28.554,3600,,,,,25.7,0.0
2023-01-06,600379,buy,12.151,8500,,,,,25.82,0.0
2023-01-06,603308,sell,21.471,5000,trailing_stop,2742.83,0.0263,1.0,26.83,53.65
2023-01-06,603227,buy,8.3,12900,,,,,26.77,0.0
2023-01-09,603227,sell,8.435,12900,trailing_stop,1600.17,0.0149,1.0,27.19,54.38
2023-01-09,603227,buy,8.476,12800,,,,,27.12,0.0
2023-01-10,600379,sell,11.94,8500,hard_stop,-1918.23,-0.0186,2.0,25.36,50.72
2023-01-10,600706,buy,13.097,7700,,,,,25.21,0.0
2023-01-10,603379,sell,27.725,3600,hard_stop,-3107.59,-0.0302,2.0,24.94,49.88
2023-01-10,600463,buy,8.594,11600,,,,,24.92,0.0
2023-01-10,603227,sell,8.546,12800,trailing_stop,756.17,0.007,1.0,27.33,54.67
2023-01-10,600053,buy,15.932,6900,,,,,27.48,0.0
2023-01-11,600706,sell,12.77,7700,hard_stop,-2637.27,-0.0262,1.0,24.57,49.14
2023-01-11,600053,sell,15.509,6900,hard_stop,-3051.37,-0.0278,1.0,26.74,53.48
2023-01-11,002155,buy,10.187,10000,,,,,25.47,0.0
2023-01-11,600136,buy,2.451,42100,,,,,25.8,0.0
2023-01-11,600463,sell,8.71,11600,trailing_stop,1215.92,0.0122,1.0,25.25,50.49
2023-01-11,600303,buy,6.463,15600,,,,,25.21,0.0
2023-01-12,600303,sell,6.3,15600,hard_stop,-2669.2,-0.0265,1.0,24.56,49.12
2023-01-12,600136,sell,2.57,42100,trailing_stop,4865.22,0.0471,1.0,27.04,54.07
2023-01-12,603036,buy,10.89,9400,,,,,25.59,0.0
2023-01-12,600463,buy,8.804,11800,,,,,25.97,0.0
2023-01-13,600463,sell,8.54,11800,hard_stop,-3242.69,-0.0312,1.0,25.18,50.36
2023-01-13,603997,buy,15.758,6300,,,,,24.82,0.0
2023-01-16,603036,sell,10.714,9400,soft_stop,-1786.9,-0.0175,1.0,25.16,50.33
2023-01-16,002155,sell,10.505,10000,trailing_stop,3046.7,0.0299,3.0,26.25,52.5
2023-01-16,002155,buy,10.458,9800,,,,,25.62,0.0
2023-01-16,603036,buy,10.871,9500,,,,,25.82,0.0
2023-01-16,603997,sell,15.47,6300,hard_stop,-1935.4,-0.0195,1.0,24.35,48.71
2023-01-16,603039,buy,52.773,1800,,,,,23.75,0.0
2023-01-17,603039,sell,53.518,1800,trailing_stop,1221.31,0.0129,1.0,24.07,48.14
2023-01-17,603611,buy,15.482,6400,,,,,24.77,0.0
2023-01-19,603036,sell,10.685,9500,soft_stop,-1895.87,-0.0184,2.0,25.36,50.73
2023-01-19,002155,sell,10.25,9800,hard_stop,-2163.63,-0.0211,3.0,25.1,50.2
2023-01-19,601595,buy,10.721,9400,,,,,25.19,0.0
2023-01-19,603595,buy,73.364,1300,,,,,23.84,0.0
2023-01-20,603611,sell,15.847,6400,trailing_stop,2206.68,0.0223,3.0,25.34,50.68
2023-01-20,603039,buy,62.345,1700,,,,,26.5,0.0
2023-01-20,603595,sell,71.211,1300,hard_stop,-2914.76,-0.0306,1.0,23.13,46.26
2023-01-20,603036,buy,10.748,8700,,,,,23.38,0.0
2023-01-30,601595,sell,10.636,9400,trailing_stop,-918.67,-0.0091,2.0,24.98,49.97
2023-01-30,603039,sell,63.165,1700,trailing_stop,1259.39,0.0119,1.0,26.83,53.66
2023-01-30,603036,sell,10.932,8700,trailing_stop,1489.98,0.0159,1.0,23.77,47.53
2023-01-30,002155,buy,10.676,9400,,,,,25.09,0.0
2023-01-30,603308,buy,20.612,4800,,,,,24.73,0.0
2023-01-30,002439,buy,30.32,3300,,,,,25.01,0.0
2023-01-31,002155,sell,11.451,9400,trailing_stop,7156.17,0.0713,1.0,26.9,53.79
2023-01-31,603308,sell,20.914,4800,trailing_stop,1324.86,0.0134,1.0,25.08,50.17
2023-01-31,002155,buy,11.51,9100,,,,,26.18,0.0
2023-01-31,603308,buy,21.062,5000,,,,,26.33,0.0
2023-01-31,002439,sell,29.503,3300,hard_stop,-2818.73,-0.0282,1.0,24.33,48.66
2023-01-31,688025,buy,62.704,1500,,,,,23.51,0.0
2023-02-01,002155,sell,12.39,9100,trailing_stop,7869.96,0.0751,1.0,28.17,56.35
2023-02-01,688025,sell,60.823,1500,hard_stop,-2935.68,-0.0312,1.0,22.8,45.59
2023-02-01,002155,buy,12.411,8300,,,,,25.75,0.0
2023-02-01,600382,buy,3.817,27300,,,,,26.05,0.0
2023-02-02,002155,sell,12.563,8300,trailing_stop,1127.05,0.0109,1.0,26.05,52.11
2023-02-02,603058,buy,7.68,13500,,,,,25.92,0.0
