datetime,open,high,low,close,volume,amount
2026-05-06 09:35:00,80.03,81.04,78.53,78.66,21231199,1691714556.08
2026-05-06 09:40:00,78.7,79.4,78.41,79.15,7309538,575994963.43
2026-05-06 09:45:00,79.15,79.99,79.12,79.5,5671462,450839521.65
2026-05-06 09:50:00,79.51,80.09,79.1,79.42,4490935,357467194.59
2026-05-06 09:55:00,79.42,79.42,79.2,79.2,3362246,266590668.28
2026-05-06 10:00:00,79.2,79.52,79.02,79.52,3061830,242438622.34
2026-05-06 10:05:00,79.54,80.11,79.54,80.11,2818398,225207171.27
2026-05-06 10:10:00,80.13,81.5,80.13,81.4,5119973,413085260.08
2026-05-06 10:15:00,81.3,81.99,81.07,81.91,5415608,441857292.34
2026-05-06 10:20:00,81.84,81.84,81.19,81.42,3280473,267563948.38
2026-05-06 10:25:00,81.42,81.62,81.2,81.23,1892652,154057656.4
2026-05-06 10:30:00,81.24,81.69,81.08,81.69,1640755,133430602.2
2026-05-06 10:35:00,81.69,81.94,81.6,81.69,1957500,160047864.24
2026-05-06 10:40:00,81.69,81.69,81.2,81.27,1656000,134798029.0
2026-05-06 10:45:00,81.3,81.53,80.8,80.91,1867180,151450121.2
2026-05-06 10:50:00,80.88,81.22,80.71,80.77,1481390,119911863.7
2026-05-06 10:55:00,80.77,80.82,80.41,80.42,1933670,155861830.62
2026-05-06 11:00:00,80.42,80.85,80.41,80.72,1349707,108898157.34
2026-05-06 11:05:00,80.68,81.21,80.67,81.21,1289880,104413638.0
2026-05-06 11:10:00,81.22,81.23,80.91,81.16,1125400,91228969.0
2026-05-06 11:15:00,81.18,81.62,81.14,81.56,1088018,88570559.26
2026-05-06 11:20:00,81.56,82.49,81.52,81.98,2695239,220876479.01
2026-05-06 11:25:00,81.92,81.92,81.48,81.49,976200,79782403.16
2026-05-06 11:30:00,81.49,81.55,81.2,81.42,788634,64188520.42
2026-05-06 13:05:00,81.49,81.49,80.9,81.11,2113966,171616792.76
2026-05-06 13:10:00,81.05,81.23,80.91,80.98,1559900,126463454.0
2026-05-06 13:15:00,80.95,81.22,80.9,80.92,1627500,131824868.0
2026-05-06 13:20:00,80.96,81.04,80.6,80.71,1417921,114566222.44
2026-05-06 13:25:00,80.68,80.77,80.29,80.73,2601155,209439293.0
2026-05-06 13:30:00,80.76,80.82,80.58,80.81,1397925,112852005.6
2026-05-06 13:35:00,80.8,80.82,80.65,80.77,1041720,84111120.07
2026-05-06 13:40:00,80.79,81.39,80.79,81.39,1824300,148103543.55
2026-05-06 13:45:00,81.39,81.58,81.38,81.45,1646200,134116950.5
2026-05-06 13:50:00,81.45,81.46,80.98,81.09,1150060,93428887.56
2026-05-06 13:55:00,81.11,81.11,80.87,80.87,940440,76176108.64
2026-05-06 14:00:00,80.88,81.06,80.76,80.96,1062834,86009662.7
2026-05-06 14:05:00,80.91,81.0,80.82,80.92,928860,75148516.9
2026-05-06 14:10:00,80.91,80.91,80.68,80.69,1143066,92343566.72
2026-05-06 14:15:00,80.69,80.99,80.56,80.99,1269900,102448187.35
2026-05-06 14:20:00,81.0,81.3,81.0,81.26,1201200,97512570.0
2026-05-06 14:25:00,81.23,81.26,81.08,81.14,794357,64445748.56
2026-05-06 14:30:00,81.12,81.68,81.08,81.51,1267500,103090230.98
2026-05-06 14:35:00,81.49,81.55,81.2,81.54,1208800,98388632.29
2026-05-06 14:40:00,81.54,81.66,81.42,81.55,1312100,107019237.8
2026-05-06 14:45:00,81.55,81.83,81.55,81.83,1716985,140245413.1
2026-05-06 14:50:00,81.85,82.1,81.8,81.88,2497100,204553223.6
2026-05-06 14:55:00,81.82,81.82,81.67,81.77,2592934,211970688.96
2026-05-06 15:00:00,81.77,81.8,81.64,81.71,2991057,244449481.6
