datetime,open,high,low,close,volume,amount
2026-05-08 09:35:00,52.0,52.0,51.11,51.54,1492806,76822118.0
2026-05-08 09:40:00,51.5,51.77,51.2,51.42,1799067,92402544.0
2026-05-08 09:45:00,51.41,51.9,51.41,51.74,1062616,54863507.0
2026-05-08 09:50:00,51.7,51.85,51.46,51.76,874179,45155281.0
2026-05-08 09:55:00,51.77,51.77,51.31,51.42,1180716,60776819.0
2026-05-08 10:00:00,51.54,51.7,51.31,51.31,896445,46188070.0
2026-05-08 10:05:00,51.28,51.31,50.65,50.97,2711276,138088478.0
2026-05-08 10:10:00,50.97,50.97,50.58,50.6,1498549,75944963.0
2026-05-08 10:15:00,50.57,50.66,50.29,50.4,1455613,73464747.0
2026-05-08 10:20:00,50.37,50.38,49.94,50.31,2147041,107545468.0
2026-05-08 10:25:00,50.31,50.44,50.18,50.26,585883,29478020.0
2026-05-08 10:30:00,50.22,50.34,50.09,50.21,638522,32033895.0
2026-05-08 10:35:00,50.23,50.41,50.0,50.26,686593,34487227.0
2026-05-08 10:40:00,50.28,50.73,50.19,50.72,704037,35525504.0
2026-05-08 10:45:00,50.73,50.85,50.6,50.68,708811,35944668.0
2026-05-08 10:50:00,50.67,50.73,50.49,50.49,295527,14948079.0
2026-05-08 10:55:00,50.51,50.51,50.28,50.32,322869,16265037.0
2026-05-08 11:00:00,50.35,50.49,50.3,50.38,293535,14788939.0
2026-05-08 11:05:00,50.38,50.4,50.08,50.14,588959,29575630.0
2026-05-08 11:10:00,50.13,50.3,50.04,50.26,495125,24803039.0
2026-05-08 11:15:00,50.26,50.3,50.2,50.26,197920,9944925.0
2026-05-08 11:20:00,50.26,50.29,50.03,50.1,260514,13063434.0
2026-05-08 11:25:00,50.1,50.13,50.0,50.08,387820,19406384.0
2026-05-08 11:30:00,50.08,50.1,50.0,50.08,290580,14538768.0
2026-05-08 13:05:00,50.09,50.18,49.89,50.01,797487,39867079.0
2026-05-08 13:10:00,50.02,50.26,50.0,50.17,361749,18137741.0
2026-05-08 13:15:00,50.11,50.3,50.11,50.26,441681,22174687.0
2026-05-08 13:20:00,50.28,50.35,50.01,50.28,536390,26930490.0
2026-05-08 13:25:00,50.28,50.35,50.24,50.27,339628,17078073.0
2026-05-08 13:30:00,50.26,50.52,50.25,50.52,514048,25922302.0
2026-05-08 13:35:00,50.51,50.64,50.39,50.4,507173,25624045.0
2026-05-08 13:40:00,50.4,50.51,50.31,50.32,306567,15442199.0
2026-05-08 13:45:00,50.31,50.34,50.15,50.18,396671,19933489.0
2026-05-08 13:50:00,50.18,50.19,50.01,50.02,720591,36092825.0
2026-05-08 13:55:00,50.08,50.08,49.9,49.96,829845,41459182.0
2026-05-08 14:00:00,49.95,49.97,49.77,49.96,1183956,59024869.0
2026-05-08 14:05:00,49.89,49.94,49.7,49.94,1035782,51577043.0
2026-05-08 14:10:00,49.95,50.0,49.82,49.82,616054,30753527.0
2026-05-08 14:15:00,49.82,49.94,49.82,49.86,534270,26644387.0
2026-05-08 14:20:00,49.86,49.9,49.82,49.85,526269,26234072.0
2026-05-08 14:25:00,49.82,49.89,49.74,49.78,626513,31197614.0
2026-05-08 14:30:00,49.79,49.87,49.72,49.8,636284,31662493.0
2026-05-08 14:35:00,49.8,49.9,49.72,49.74,602766,30008570.0
2026-05-08 14:40:00,49.75,49.77,49.69,49.7,807516,40149156.0
2026-05-08 14:45:00,49.72,49.72,49.62,49.7,938480,46621779.0
2026-05-08 14:50:00,49.7,49.72,49.62,49.72,608558,30228903.0
2026-05-08 14:55:00,49.7,49.76,49.68,49.73,524839,26094000.0
2026-05-08 15:00:00,49.72,50.0,49.72,50.0,615047,30692591.0
