datetime,open,high,low,close,volume,amount
2026-05-08 09:35:00,47.77,48.66,47.52,48.45,221800,10660714.0
2026-05-08 09:40:00,48.38,48.8,48.03,48.63,169700,8216797.0
2026-05-08 09:45:00,48.6,49.0,48.36,48.8,157500,7688184.0
2026-05-08 09:50:00,48.78,48.8,48.44,48.62,59800,2910751.0
2026-05-08 09:55:00,48.62,48.96,48.56,48.8,139900,6837069.0
2026-05-08 10:00:00,48.8,49.18,48.66,49.08,126300,6180093.0
2026-05-08 10:05:00,49.01,49.28,48.91,48.91,102204,5017806.04
2026-05-08 10:10:00,48.91,49.24,48.9,49.23,22200,1088604.0
2026-05-08 10:15:00,49.24,49.25,48.91,48.91,48500,2383134.0
2026-05-08 10:20:00,48.91,49.05,48.82,48.9,37900,1853791.0
2026-05-08 10:25:00,48.91,49.09,48.72,48.83,83700,4093482.0
2026-05-08 10:30:00,48.83,49.1,48.78,49.09,52400,2567611.0
2026-05-08 10:35:00,49.09,49.1,48.84,49.09,38600,1891950.0
2026-05-08 10:40:00,49.05,49.15,49.05,49.14,61300,3009836.0
2026-05-08 10:45:00,49.14,49.34,49.13,49.33,49400,2433668.0
2026-05-08 10:50:00,49.27,49.93,49.17,49.87,169605,8411431.5
2026-05-08 10:55:00,49.87,49.89,49.43,49.49,75400,3744224.0
2026-05-08 11:00:00,49.48,50.43,49.46,50.3,307658,15354655.98
2026-05-08 11:05:00,50.35,50.79,49.74,49.9,239942,12065549.8
2026-05-08 11:10:00,49.9,50.05,49.76,50.0,137000,6836172.0
2026-05-08 11:15:00,50.0,50.1,49.88,49.88,82900,4145550.0
2026-05-08 11:20:00,49.88,49.92,49.67,49.82,58600,2919846.0
2026-05-08 11:25:00,49.81,49.84,49.79,49.79,18000,896575.0
2026-05-08 11:30:00,49.79,49.79,49.6,49.71,35700,1774509.0
2026-05-08 13:05:00,49.74,49.83,49.58,49.73,54100,2686928.0
2026-05-08 13:10:00,49.73,49.73,49.3,49.3,42600,2107541.0
2026-05-08 13:15:00,49.3,49.61,49.3,49.61,31800,1571938.0
2026-05-08 13:20:00,49.5,49.5,49.23,49.31,55400,2734143.0
2026-05-08 13:25:00,49.31,49.31,49.14,49.24,35900,1767009.0
2026-05-08 13:30:00,49.26,49.26,49.02,49.1,36400,1789784.0
2026-05-08 13:35:00,49.09,49.12,49.02,49.05,41200,2020771.0
2026-05-08 13:40:00,49.06,49.08,48.99,48.99,44100,2163369.0
2026-05-08 13:45:00,48.99,49.26,48.93,49.16,37600,1846295.0
2026-05-08 13:50:00,49.16,49.19,49.05,49.11,19700,967101.0
2026-05-08 13:55:00,49.11,49.18,49.06,49.18,17300,849714.0
2026-05-08 14:00:00,49.14,49.25,49.12,49.21,34400,1691984.0
2026-05-08 14:05:00,49.2,49.24,49.14,49.16,29300,1442136.0
2026-05-08 14:10:00,49.18,49.2,49.02,49.02,36600,1796956.0
2026-05-08 14:15:00,49.02,49.04,48.9,49.01,65100,3187532.0
2026-05-08 14:20:00,49.01,49.02,48.99,48.99,14800,725246.0
2026-05-08 14:25:00,48.99,49.07,48.97,49.07,39900,1954814.0
2026-05-08 14:30:00,49.06,49.11,49.02,49.1,25900,1270881.0
2026-05-08 14:35:00,49.11,49.22,49.1,49.2,61500,3022619.0
2026-05-08 14:40:00,49.16,49.2,49.13,49.13,27600,1357148.0
2026-05-08 14:45:00,49.13,49.2,49.09,49.16,35100,1724840.0
2026-05-08 14:50:00,49.16,49.22,49.08,49.12,77800,3823706.0
2026-05-08 14:55:00,49.12,49.15,49.09,49.13,93600,4598162.0
2026-05-08 15:00:00,49.14,49.2,49.1,49.19,106700,5245868.0
