datetime,open,high,low,close,volume,amount
2026-05-06 09:35:00,888.5,888.5,858.18,863.0,4047419,3538867064.63
2026-05-06 09:40:00,863.58,863.58,852.27,860.97,1463188,1254082466.32
2026-05-06 09:45:00,860.67,875.3,860.6,875.3,1295260,1126840219.71
2026-05-06 09:50:00,875.31,880.99,874.87,879.77,1253120,1100648602.91
2026-05-06 09:55:00,879.99,885.66,876.93,884.71,1105043,974637145.31
2026-05-06 10:00:00,884.09,885.5,879.67,880.3,863084,762357868.92
2026-05-06 10:05:00,880.99,882.99,877.32,879.51,655671,577235651.01
2026-05-06 10:10:00,879.47,881.96,876.0,880.2,585511,514758550.83
2026-05-06 10:15:00,880.0,885.99,880.0,885.85,640498,566163710.0
2026-05-06 10:20:00,885.85,885.85,880.13,882.91,456400,403036487.0
2026-05-06 10:25:00,882.91,883.61,877.85,877.85,421600,371395235.85
2026-05-06 10:30:00,877.6,878.06,875.0,875.62,412100,360960099.2
2026-05-06 10:35:00,875.66,877.27,873.5,874.7,460202,402740853.52
2026-05-06 10:40:00,874.25,878.19,873.99,876.16,351498,307917897.04
2026-05-06 10:45:00,876.66,880.99,875.53,875.66,340274,298772098.84
2026-05-06 10:50:00,875.56,877.0,871.32,871.34,414800,362886583.49
2026-05-06 10:55:00,871.64,872.9,869.58,870.0,435101,379078982.29
2026-05-06 11:00:00,870.0,870.49,865.1,867.79,598800,519219946.0
2026-05-06 11:05:00,868.07,869.68,864.0,866.48,423402,366769862.22
2026-05-06 11:10:00,866.47,866.48,860.02,862.16,720739,621154604.4
2026-05-06 11:15:00,861.88,862.57,858.5,860.13,451661,388421138.64
2026-05-06 11:20:00,860.73,864.54,860.73,862.72,301500,260214504.0
2026-05-06 11:25:00,862.68,864.45,860.1,862.5,380800,328337254.0
2026-05-06 11:30:00,863.78,863.98,859.13,859.14,365600,314887509.74
2026-05-06 13:05:00,859.25,867.99,859.25,866.9,688709,595338061.47
2026-05-06 13:10:00,866.89,866.93,862.19,862.51,368900,318800830.0
2026-05-06 13:15:00,862.5,862.5,852.08,852.73,957700,821290803.64
2026-05-06 13:20:00,852.91,853.01,846.36,847.36,1569423,1333307782.86
2026-05-06 13:25:00,848.02,848.54,843.15,845.08,1208695,1021704011.76
2026-05-06 13:30:00,845.0,845.0,840.49,842.57,1322886,1113904227.24
2026-05-06 13:35:00,843.0,844.3,841.57,844.3,457500,385704136.0
2026-05-06 13:40:00,844.91,855.68,844.65,854.4,667374,568203227.94
2026-05-06 13:45:00,854.28,854.95,852.0,854.0,315147,268991014.12
2026-05-06 13:50:00,854.0,856.9,853.33,854.7,323600,276773567.0
2026-05-06 13:55:00,854.77,856.55,854.63,854.63,276756,236833440.68
2026-05-06 14:00:00,854.81,861.16,854.77,860.42,451400,387643330.0
2026-05-06 14:05:00,860.51,860.51,855.57,857.3,365900,313937261.0
2026-05-06 14:10:00,857.24,857.29,854.77,854.77,278700,238568886.0
2026-05-06 14:15:00,854.86,859.68,851.96,859.27,416000,355653227.44
2026-05-06 14:20:00,858.99,858.99,853.0,854.34,317200,271471290.0
2026-05-06 14:25:00,854.36,855.83,853.7,855.07,189601,162017299.0
2026-05-06 14:30:00,855.0,856.92,853.6,856.09,218062,186440796.29
2026-05-06 14:35:00,856.0,856.0,853.8,854.22,233101,199192368.0
2026-05-06 14:40:00,854.31,855.68,854.3,855.65,203505,174011936.4
2026-05-06 14:45:00,855.72,855.72,854.0,855.26,346055,295795889.76
2026-05-06 14:50:00,855.26,858.0,854.87,857.92,378247,323975200.84
2026-05-06 14:55:00,857.92,858.01,855.97,855.97,476700,408573320.0
2026-05-06 15:00:00,855.97,856.5,855.65,856.0,464140,397305911.0
