datetime,open,high,low,close,volume,amount
2026-05-07 09:35:00,66.39,67.31,66.3,66.3,87336,5816989.0
2026-05-07 09:40:00,66.3,67.66,66.3,67.6,125102,8406645.0
2026-05-07 09:45:00,67.71,68.3,67.42,67.67,156979,10656508.0
2026-05-07 09:50:00,67.67,67.67,66.8,66.97,58810,3950651.0
2026-05-07 09:55:00,66.97,67.11,66.54,66.54,51002,3406604.0
2026-05-07 10:00:00,66.66,66.7,66.35,66.48,100951,6709907.0
2026-05-07 10:05:00,66.48,68.0,66.16,68.0,343504,23169820.0
2026-05-07 10:10:00,68.0,69.33,66.91,67.99,190792,13016311.0
2026-05-07 10:15:00,67.99,67.99,66.6,66.93,67978,4570815.0
2026-05-07 10:20:00,66.93,67.02,66.89,66.9,11153,746484.0
2026-05-07 10:25:00,66.75,66.76,66.21,66.36,61700,4101694.0
2026-05-07 10:30:00,66.36,66.95,66.36,66.95,25533,1697659.0
2026-05-07 10:35:00,66.95,66.95,66.5,66.77,28643,1909007.0
2026-05-07 10:40:00,66.77,67.02,66.71,66.83,12500,835320.0
2026-05-07 10:45:00,66.83,67.4,66.75,66.75,52950,3554082.0
2026-05-07 10:50:00,66.75,67.3,66.75,67.29,28509,1908960.0
2026-05-07 10:55:00,67.29,67.4,66.93,67.09,23068,1549680.0
2026-05-07 11:00:00,67.09,67.09,66.93,66.93,10653,713962.0
2026-05-07 11:05:00,67.05,67.16,66.99,67.08,11615,778568.0
2026-05-07 11:10:00,67.08,67.38,67.08,67.29,10499,705532.0
2026-05-07 11:15:00,67.29,67.29,67.2,67.29,1723,115854.0
2026-05-07 11:20:00,67.29,67.68,67.29,67.29,15205,1024910.0
2026-05-07 11:25:00,67.53,67.79,67.38,67.43,15899,1075835.0
2026-05-07 11:30:00,67.43,67.66,67.42,67.42,9318,628437.0
2026-05-07 13:05:00,67.48,67.83,67.27,67.83,45988,3105177.0
2026-05-07 13:10:00,67.83,68.0,67.56,67.98,56662,3838156.0
2026-05-07 13:15:00,67.98,68.57,67.98,68.42,30369,2076521.0
2026-05-07 13:20:00,68.42,68.5,68.32,68.37,37556,2568244.0
2026-05-07 13:25:00,68.37,68.53,68.37,68.38,17526,1199640.0
2026-05-07 13:30:00,68.38,68.9,68.1,68.9,99278,6809858.0
2026-05-07 13:35:00,68.9,69.28,68.85,69.01,27712,1913597.0
2026-05-07 13:40:00,69.01,69.01,68.7,69.0,24443,1684717.0
2026-05-07 13:45:00,69.0,69.0,68.6,68.6,8763,601972.0
2026-05-07 13:50:00,68.66,68.86,68.63,68.78,7724,531435.0
2026-05-07 13:55:00,68.78,69.13,68.78,69.0,34069,2350728.0
2026-05-07 14:00:00,69.0,69.6,68.93,69.56,95948,6657380.0
2026-05-07 14:05:00,69.56,69.56,69.31,69.37,37748,2624915.0
2026-05-07 14:10:00,69.34,69.66,69.3,69.42,87156,6054293.0
2026-05-07 14:15:00,69.42,70.49,69.42,70.3,133455,9329047.0
2026-05-07 14:20:00,70.49,70.49,69.62,69.62,12537,878229.0
2026-05-07 14:25:00,69.7,69.93,69.62,69.88,9048,631835.0
2026-05-07 14:30:00,69.88,70.12,69.78,69.84,115635,8091851.0
2026-05-07 14:35:00,70.0,70.0,69.71,70.0,308190,21546462.0
2026-05-07 14:40:00,70.0,70.2,69.57,69.57,50363,3519063.0
2026-05-07 14:45:00,69.57,69.75,69.45,69.75,55906,3887291.0
2026-05-07 14:50:00,69.75,69.76,69.59,69.73,45304,3156692.0
2026-05-07 14:55:00,69.74,69.76,69.55,69.6,78890,5498751.0
2026-05-07 15:00:00,69.55,69.66,69.55,69.56,36890,2566392.0
