datetime,open,high,low,close,volume,amount
2026-05-06 09:35:00,156.0,156.8,151.6,153.09,1113182,171837129.0
2026-05-06 09:40:00,153.06,155.76,152.83,155.67,537474,82803426.0
2026-05-06 09:45:00,155.68,156.76,155.12,156.32,489479,76279404.0
2026-05-06 09:50:00,156.01,156.96,155.71,156.95,441180,68990624.0
2026-05-06 09:55:00,156.96,158.47,156.36,157.6,544565,85844874.0
2026-05-06 10:00:00,157.47,157.78,156.5,157.0,226154,35561224.0
2026-05-06 10:05:00,157.01,157.69,155.8,156.0,342541,53673360.0
2026-05-06 10:10:00,155.89,156.3,154.1,156.3,338946,52505357.0
2026-05-06 10:15:00,156.49,157.98,155.72,157.93,364632,57116251.0
2026-05-06 10:20:00,157.93,159.49,157.83,158.46,484385,76821302.0
2026-05-06 10:25:00,158.5,158.52,157.26,157.62,183225,28926647.0
2026-05-06 10:30:00,157.75,157.92,157.27,157.51,107696,16961388.0
2026-05-06 10:35:00,157.6,158.38,157.59,157.85,205466,32455980.0
2026-05-06 10:40:00,157.85,158.15,157.2,157.35,146349,23082035.0
2026-05-06 10:45:00,157.4,157.72,157.37,157.71,114811,18084713.0
2026-05-06 10:50:00,157.7,158.08,156.49,156.66,143348,22578371.0
2026-05-06 10:55:00,156.53,157.1,156.5,156.65,165927,26015139.0
2026-05-06 11:00:00,156.65,157.78,156.65,157.16,136144,21410127.0
2026-05-06 11:05:00,156.92,157.78,156.92,157.78,93061,14648912.0
2026-05-06 11:10:00,157.77,157.99,157.52,157.79,136193,21491449.0
2026-05-06 11:15:00,157.81,158.97,157.52,158.65,218797,34609327.0
2026-05-06 11:20:00,158.82,159.5,158.82,159.12,380760,60616739.0
2026-05-06 11:25:00,159.47,160.0,159.13,159.73,324613,51889542.0
2026-05-06 11:30:00,159.7,159.8,159.01,159.1,115246,18379260.0
2026-05-06 13:05:00,159.01,160.14,158.0,158.16,332285,52924305.0
2026-05-06 13:10:00,158.1,159.37,158.1,158.34,169397,26872839.0
2026-05-06 13:15:00,158.34,158.88,157.8,157.95,144796,22921273.0
2026-05-06 13:20:00,158.07,158.07,157.25,157.38,201967,31829748.0
2026-05-06 13:25:00,157.32,157.55,156.99,157.52,163324,25680232.0
2026-05-06 13:30:00,157.52,157.88,156.95,157.12,159371,25091540.0
2026-05-06 13:35:00,157.1,157.66,156.6,157.65,179741,28232191.0
2026-05-06 13:40:00,157.61,158.18,157.46,157.49,136009,21458914.0
2026-05-06 13:45:00,157.53,157.88,157.09,157.09,168279,26479370.0
2026-05-06 13:50:00,157.14,158.01,157.08,157.8,148141,23341782.0
2026-05-06 13:55:00,157.8,158.0,157.0,157.34,97303,15349557.0
2026-05-06 14:00:00,157.34,157.83,157.04,157.53,85227,13421109.0
2026-05-06 14:05:00,157.53,157.53,156.03,156.04,242045,37940515.0
2026-05-06 14:10:00,156.04,156.53,155.75,155.92,229173,35745310.0
2026-05-06 14:15:00,155.92,156.24,155.63,156.0,199349,31064969.0
2026-05-06 14:20:00,156.0,156.44,155.8,156.39,208882,32584305.0
2026-05-06 14:25:00,156.39,156.46,155.61,155.75,141909,22134490.0
2026-05-06 14:30:00,155.75,156.22,155.62,156.2,89890,14021793.0
2026-05-06 14:35:00,156.18,156.18,155.42,155.73,148253,23076532.0
2026-05-06 14:40:00,155.86,156.17,155.71,155.71,139455,21740008.0
2026-05-06 14:45:00,155.58,155.71,155.42,155.63,152750,23765843.0
2026-05-06 14:50:00,155.62,155.64,155.37,155.37,142286,22122695.0
2026-05-06 14:55:00,155.38,156.0,155.3,155.97,281411,43821802.0
2026-05-06 15:00:00,155.97,156.0,155.45,155.45,165280,25726119.0
